                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.76372,                0.93025,                0.98087,                0.58951,                      1,                  0.995,                0.73592,                 1.0731,                 2.0265,                 1.0886,             0.00032755,             0.00032755,             0.00032755
                     28,                0.80944,                0.87057,                 1.0163,                0.54722,                      1,                  0.995,                0.74217,                0.99858,                  2.326,                 1.0207,             0.00032637,             0.00032637,             0.00032637
                     29,                0.74034,                0.81666,                0.98241,                0.56944,                0.91667,                0.95417,                0.73425,                0.99433,                 2.4956,                 1.0694,             0.00032519,             0.00032519,             0.00032519
                     30,                0.71935,                0.73855,                 0.9721,                0.89623,                0.77953,                  0.995,                0.75042,                0.88443,                 1.4402,                0.99651,             0.00032401,             0.00032401,             0.00032401
                     31,                0.71359,                0.74478,                0.97698,                0.69371,                0.79778,                  0.995,                  0.767,                 1.0294,                 1.9143,                 1.0155,             0.00032284,             0.00032284,             0.00032284
                     32,                0.65553,                 0.7615,                0.89399,                0.84553,                0.80223,                0.91208,                0.70067,                 1.0808,                 1.6124,                 1.0517,             0.00032166,             0.00032166,             0.00032166
                     33,                0.73827,                0.77901,                0.99304,                0.61111,                      1,                  0.995,                0.74102,                 1.1215,                 1.6148,                 1.0985,             0.00032048,             0.00032048,             0.00032048
                     34,                0.62213,                0.66207,                0.89119,                0.67089,                0.80673,                0.82917,                0.70067,                0.88531,                 1.1194,                 1.0143,              0.0003193,              0.0003193,              0.0003193
                     35,                0.66213,                0.64538,                0.94117,                0.92928,                0.76009,                  0.995,                0.76079,                  0.986,                 1.1549,                 1.0429,             0.00031812,             0.00031812,             0.00031812
                     36,                0.68417,                0.64489,                0.95547,                  0.822,                0.75963,                  0.995,                0.75042,                 1.0285,                 1.2009,                 1.0557,             0.00031694,             0.00031694,             0.00031694
                     37,                0.72655,                0.67404,                0.99283,                0.68518,                0.75839,                0.82917,                0.64258,                 1.0287,                 1.3598,                 1.1275,             0.00031577,             0.00031577,             0.00031577
                     38,                0.75967,                0.79531,                 1.0292,                0.48559,                0.79015,                0.74625,                0.53896,                 1.1181,                 1.9175,                 1.0632,             0.00031459,             0.00031459,             0.00031459
                     39,                0.65729,                0.61659,                0.95395,                0.70233,                0.80449,                0.82917,                0.67787,                0.93347,                 1.4884,                 1.0304,             0.00031341,             0.00031341,             0.00031341
                     40,                 0.6304,                0.63893,                0.95664,                0.50556,                   0.75,                0.78833,                0.62658,                0.98863,                  2.559,                 1.0191,             0.00031223,             0.00031223,             0.00031223
                     41,                0.69627,                0.85902,                0.98906,                0.83046,                 0.7605,                  0.995,                0.76558,                 1.0075,                  1.422,                 0.9922,             0.00031105,             0.00031105,             0.00031105
                     42,                0.63314,                0.61431,                0.93865,                0.55556,                      1,                0.96722,                 0.7786,                0.94641,                 1.5293,                0.98998,             0.00030988,             0.00030988,             0.00030988
                     43,                0.62112,                0.59836,                0.92182,                0.78918,                   0.75,                0.95417,                0.75925,                0.94161,                 1.8996,                 1.0345,              0.0003087,              0.0003087,              0.0003087
                     44,                0.62366,                0.61097,                 0.9422,                0.97044,                0.66667,                  0.995,                0.78908,                0.93992,                 1.6443,                 1.0406,             0.00030752,             0.00030752,             0.00030752
                     45,                0.62969,                0.58985,                0.94792,                0.83815,                0.66667,                  0.995,                0.78358,                0.90906,                 1.5923,                 1.0128,             0.00030634,             0.00030634,             0.00030634
                     46,                0.60409,                0.55442,                0.92424,                  0.575,                      1,                  0.995,                0.75875,                0.97637,                 1.8881,                0.98412,             0.00030516,             0.00030516,             0.00030516
                     47,                0.60283,                0.55296,                0.93473,                 0.6593,                0.66667,                0.82917,                0.67583,                0.89687,                 1.8806,                0.97506,             0.00030399,             0.00030399,             0.00030399
                     48,                0.66465,                 0.6779,                0.97192,                    0.5,                0.83333,                0.82917,                0.65712,                 1.0133,                 2.1011,                 1.0264,             0.00030281,             0.00030281,             0.00030281
                     49,                0.64651,                0.56177,                0.94999,                0.66062,                0.66667,                0.82917,                0.63433,                 1.0851,                 2.1319,                 1.0691,             0.00030163,             0.00030163,             0.00030163
                     50,                0.63081,                0.58292,                0.94502,                0.90066,                   0.75,                0.95417,                0.74267,                 1.0058,                 1.3929,                 1.0274,             0.00030045,             0.00030045,             0.00030045
                     51,                 0.5986,                0.57845,                0.92508,                0.68056,                0.91667,                0.95417,                0.73017,                  1.054,                 2.1037,                 1.1038,             0.00029927,             0.00029927,             0.00029927
                     52,                0.62817,                 0.6121,                0.93937,                0.63889,                      1,                  0.995,                0.76079,                0.97032,                 1.5893,                 1.0085,              0.0002981,              0.0002981,              0.0002981
                     53,                0.62117,                 0.5592,                0.92338,                0.70833,                      1,                  0.995,                0.75042,                 1.0418,                 1.9825,                  1.095,             0.00029692,             0.00029692,             0.00029692
                     54,                0.59144,                0.62388,                0.91698,                0.76389,                      1,                  0.995,                0.80017,                0.95666,                 1.7459,                 1.0744,             0.00029574,             0.00029574,             0.00029574
                     55,                0.60482,                0.56013,                0.94895,                0.70566,                0.66667,                0.82917,                0.65092,                0.99351,                 2.2418,                 1.0046,             0.00029456,             0.00029456,             0.00029456
                     56,                0.60238,                 0.6237,                0.94397,                0.87912,                0.66667,                0.82917,                0.67788,                0.91351,                 1.6781,                 0.9915,             0.00029338,             0.00029338,             0.00029338
                     57,                0.59086,                0.53941,                 0.9482,                0.79513,                0.66667,                0.82917,                0.64675,                0.93656,                 1.8531,                 1.0027,              0.0002922,              0.0002922,              0.0002922
                     58,                0.64518,                0.60567,                0.94059,                0.59722,                      1,                  0.995,                0.75875,                  1.002,                 1.7379,                 1.0312,             0.00029103,             0.00029103,             0.00029103
                     59,                0.58229,                0.57661,                0.92571,                0.63889,                      1,                0.91208,                0.74833,                0.92399,                 1.7755,                 0.9874,             0.00028985,             0.00028985,             0.00028985
                     60,                 0.5436,                0.53948,                0.85995,                0.96771,                0.66667,                0.95417,                0.75925,                0.92349,                 1.8415,                 1.0107,             0.00028867,             0.00028867,             0.00028867
                     61,                0.56089,                0.53779,                0.92281,                0.76389,                0.91667,                0.95417,                0.75925,                 1.0012,                 1.8154,                 1.0305,             0.00028749,             0.00028749,             0.00028749
                     62,                0.61308,                0.52318,                0.92078,                0.58889,                      1,                  0.995,                0.80637,                0.97525,                 1.6806,                0.99427,             0.00028631,             0.00028631,             0.00028631
                     63,                0.63435,                0.73974,                0.99024,                0.52199,                      1,                  0.995,                0.80017,                0.87558,                 1.8919,                0.97897,             0.00028514,             0.00028514,             0.00028514
                     64,                0.57208,                0.53404,                0.91374,                0.63889,                0.83333,                0.82917,                0.65092,                 0.9348,                 1.6047,                 1.0617,             0.00028396,             0.00028396,             0.00028396
                     65,                0.59562,                0.52501,                0.95229,                0.80556,                      1,                  0.995,                  0.767,                 0.9456,                 1.8501,                 1.0216,             0.00028278,             0.00028278,             0.00028278
                     66,                0.60439,                0.54073,                0.96245,                0.70833,                      1,                  0.995,                0.74421,                 1.0595,                 1.7354,                 1.0689,              0.0002816,              0.0002816,              0.0002816
                     67,                0.55875,                0.50616,                0.87586,                0.54167,                0.91667,                0.95417,                0.74267,                 0.9527,                 2.1507,                 1.0057,             0.00028042,             0.00028042,             0.00028042
                     68,                0.59554,                 0.6493,                0.92246,                0.77708,                0.66667,                0.82917,                0.61358,                 1.0461,                 2.1223,                  1.042,             0.00027925,             0.00027925,             0.00027925
                     69,                0.56029,                0.52794,                0.91402,                 0.8389,                0.66667,                  0.995,                0.77737,                0.97221,                 1.8139,                 1.0047,             0.00027807,             0.00027807,             0.00027807
                     70,                0.51935,                0.47614,                0.86348,                0.93586,                 0.7813,                  0.995,                0.77321,                0.95772,                 1.4788,                 1.0158,             0.00027689,             0.00027689,             0.00027689
                     71,                0.56218,                0.51728,                0.92278,                 0.9493,                0.66667,                0.95417,                0.76333,                0.91342,                 2.1694,                0.97489,             0.00027571,             0.00027571,             0.00027571
                     72,                0.61451,                0.68654,                0.96832,                0.34822,                0.66667,                0.66333,                0.54725,                0.93547,                  2.863,                0.97534,             0.00027453,             0.00027453,             0.00027453
                     73,                0.58259,                0.49296,                0.93725,                0.63337,                0.80156,                0.82917,                0.69446,                0.91237,                 1.8725,                0.98554,             0.00027335,             0.00027335,             0.00027335
                     74,                0.53188,                0.49406,                0.85189,                0.59717,                0.80867,                0.82917,                0.67787,                 0.9734,                 1.4351,                 1.0238,             0.00027218,             0.00027218,             0.00027218
                     75,                0.54776,                0.46628,                0.90778,                0.61667,                0.83333,                0.82917,                0.69446,                 0.9647,                 1.6722,                0.99085,               0.000271,               0.000271,               0.000271
                     76,                 0.5656,                0.50433,                0.90019,                0.67577,                0.79296,                0.82917,                0.63292,                 1.0396,                  1.823,                 1.0332,             0.00026982,             0.00026982,             0.00026982
                     77,                0.57355,                0.47474,                0.90681,                0.56545,                0.82493,                0.82917,                0.65092,                0.96279,                 1.6108,                0.99521,             0.00026864,             0.00026864,             0.00026864
                     78,                0.56277,                0.56923,                0.92196,                 0.5345,                   0.75,                0.78833,                0.65567,                0.96941,                 2.0079,                 1.0419,             0.00026746,             0.00026746,             0.00026746
                     79,                0.57088,                0.48687,                0.96414,                0.56372,                   0.75,                0.78833,                0.65975,                0.96799,                 2.3658,                 1.0198,             0.00026629,             0.00026629,             0.00026629
                     80,                0.53091,                0.46151,                0.90299,                0.78261,                0.66667,                0.78833,                0.64317,                 0.9604,                 1.8118,                 1.0242,             0.00026511,             0.00026511,             0.00026511
                     81,                0.60185,                0.49849,                0.94816,                0.68965,                   0.75,                0.78833,                0.64317,                0.95263,                  1.857,                 1.0163,             0.00026393,             0.00026393,             0.00026393
                     82,                0.53667,                0.48655,                0.92254,                0.77702,                   0.75,                0.78833,                0.62658,                0.88449,                 1.7415,                 1.0035,             0.00026275,             0.00026275,             0.00026275
                     83,                0.52431,                0.44822,                0.89472,                0.67209,                   0.75,                0.78833,                0.67225,                0.90344,                 1.9382,                0.97192,             0.00026157,             0.00026157,             0.00026157
                     84,                0.52333,                0.44318,                0.89912,                0.77686,                0.66667,                0.78833,                   0.61,                 1.0365,                 1.9162,                 1.0336,              0.0002604,              0.0002604,              0.0002604
                     85,                0.54629,                0.45946,                0.91283,                0.70585,                0.66667,                0.78833,                   0.61,                0.95797,                 2.2267,                 1.0333,             0.00025922,             0.00025922,             0.00025922
                     86,                0.53277,                 0.4574,                0.90086,                0.75983,                   0.75,                0.78833,                0.61408,                0.98769,                  1.821,                 1.0587,             0.00025804,             0.00025804,             0.00025804
                     87,                0.58161,                0.60757,                0.92888,                0.77432,                   0.75,                0.78833,                0.65975,                0.95285,                  1.874,                 0.9892,             0.00025686,             0.00025686,             0.00025686
                     88,                0.53194,                0.42777,                0.93488,                0.80556,                0.91667,                0.95417,                0.77583,                0.92638,                 1.8291,                  1.005,             0.00025568,             0.00025568,             0.00025568
                     89,                0.52473,                0.46498,                0.91415,                0.80556,                0.91667,                0.95417,                0.75925,                0.91828,                 2.0027,                 1.0045,             0.00025451,             0.00025451,             0.00025451
                     90,                0.57489,                 0.4831,                0.91604,                0.73247,                0.66667,                0.78833,                   0.61,                 0.9775,                 2.2939,                  1.061,             0.00025333,             0.00025333,             0.00025333
                     91,                0.48756,                0.44494,                0.90322,                0.63889,                   0.75,                0.78833,                0.63908,                 1.0052,                 2.2291,                 1.0447,             0.00025215,             0.00025215,             0.00025215
                     92,                0.54246,                0.43686,                0.90628,                0.80556,                      1,                  0.995,                0.79396,                0.95591,                  2.189,                 1.0393,             0.00025097,             0.00025097,             0.00025097
                     93,                0.52113,                0.46433,                0.90841,                0.79167,                      1,                  0.995,                0.82712,                0.93008,                 2.3232,                 1.0191,             0.00024979,             0.00024979,             0.00024979
                     94,                0.53319,                 0.5052,                0.90869,                0.84718,                0.66667,                0.95417,                  0.722,                 1.1112,                 2.1828,                 1.1492,             0.00024861,             0.00024861,             0.00024861
                     95,                0.49809,                0.42243,                0.89516,                0.80556,                0.91667,                0.87125,                  0.722,                0.99956,                 2.2547,                 1.0408,             0.00024744,             0.00024744,             0.00024744
                     96,                0.47885,                0.42329,                0.83706,                   0.75,                0.91667,                0.95417,                0.77175,                 0.9233,                 2.0433,                 1.0099,             0.00024626,             0.00024626,             0.00024626
                     97,                0.49012,                 0.4183,                0.89873,                0.77889,                0.66667,                0.78833,                0.63908,                0.95477,                  2.065,                 1.0471,             0.00024508,             0.00024508,             0.00024508
                     98,                0.54748,                 0.4365,                0.95846,                0.79167,                0.91667,                0.95417,                0.78833,                0.94843,                 2.1341,                 1.0684,              0.0002439,              0.0002439,              0.0002439
                     99,                0.61704,                0.50422,                0.97567,                0.79167,                0.91667,                0.95417,                0.77583,                0.88818,                 2.0792,                 1.0431,             0.00024272,             0.00024272,             0.00024272
                    100,                0.54075,                 0.4615,                0.93635,                0.87826,                0.66667,                0.87125,                0.67633,                0.99023,                 2.2725,                 1.0498,             0.00024155,             0.00024155,             0.00024155
                    101,                0.52112,                0.44267,                0.88861,                  0.625,                0.83333,                0.82917,                0.61358,                 1.0699,                 2.3148,                 1.0625,             0.00024037,             0.00024037,             0.00024037
                    102,                0.51427,                0.45425,                0.89756,                  0.625,                0.83333,                0.82917,                0.63858,                0.99307,                 2.1778,                 1.0385,             0.00023919,             0.00023919,             0.00023919
                    103,                0.47363,                0.43306,                0.88512,                0.83333,                      1,                  0.995,                0.77533,                0.94356,                   2.37,                 1.0359,             0.00023801,             0.00023801,             0.00023801
                    104,                0.48906,                0.44427,                0.91056,                0.72222,                      1,                  0.995,                0.78358,                 1.0301,                 1.8469,                 1.0117,             0.00023683,             0.00023683,             0.00023683
                    105,                0.49749,                0.49432,                0.89245,                   0.75,                      1,                  0.995,                0.77737,                 1.0028,                 1.9486,                 1.0273,             0.00023566,             0.00023566,             0.00023566
                    106,                 0.4724,                0.45647,                0.88792,                0.79167,                      1,                  0.995,                0.77737,                0.99217,                 1.8424,                 1.0662,             0.00023448,             0.00023448,             0.00023448
                    107,                 0.4869,                0.41288,                0.88739,                 0.7619,                0.91667,                0.95417,                 0.8215,                0.81951,                 1.4494,                 1.0426,              0.0002333,              0.0002333,              0.0002333
                    108,                0.50441,                  0.417,                0.89102,                0.96019,                0.66667,                0.95417,                0.77175,                0.89914,                   1.41,                 1.0672,             0.00023212,             0.00023212,             0.00023212
                    109,                0.47543,                0.41448,                0.88723,                0.72222,                0.91667,                0.95417,                0.77583,                0.99828,                  1.772,                 1.1352,             0.00023094,             0.00023094,             0.00023094
                    110,                0.47601,                0.43496,                 0.8864,                0.91667,                0.91667,                0.95417,                0.77992,                0.95458,                 1.4023,                   1.09,             0.00022977,             0.00022977,             0.00022977
                    111,                0.50346,                0.56224,                0.91643,                0.80556,                      1,                  0.995,                0.78358,                0.97129,                 1.4997,                 1.0614,             0.00022859,             0.00022859,             0.00022859
                    112,                 0.4957,                0.41372,                0.92135,                0.80556,                0.91667,                0.95417,                0.75925,                0.98041,                 2.1512,                 1.0753,             0.00022741,             0.00022741,             0.00022741
                    113,                0.47438,                0.41829,                0.88301,                0.81815,                0.66667,                0.82917,                0.64675,                0.91796,                 1.9717,                 1.0675,             0.00022623,             0.00022623,             0.00022623
                    114,                0.47714,                0.38004,                0.88402,                0.79167,                0.91667,                0.95417,                0.79242,                 0.9266,                 1.7604,                 1.1069,             0.00022505,             0.00022505,             0.00022505
                    115,                0.48248,                0.39282,                0.89501,                0.80556,                0.91667,                0.95417,                0.75925,                0.99385,                 1.6287,                 1.0576,             0.00022387,             0.00022387,             0.00022387
                    116,                0.50333,                0.72491,                0.89087,                0.76389,                0.91667,                0.95417,                0.75925,                0.98768,                 1.7006,                 1.0471,              0.0002227,              0.0002227,              0.0002227
                    117,                0.45869,                0.43121,                 0.8914,                0.97783,                   0.75,                0.95417,                0.75925,                  1.015,                 1.3722,                 1.0403,             0.00022152,             0.00022152,             0.00022152
                    118,                0.47173,                0.39894,                0.89356,                 0.9769,                   0.75,                0.95417,                0.74267,                 0.9663,                 1.3993,                 1.0538,             0.00022034,             0.00022034,             0.00022034
                    119,                0.49389,                0.40761,                 0.8929,                0.98084,                   0.75,                0.95417,                0.75925,                0.89242,                 1.3423,                 1.0151,             0.00021916,             0.00021916,             0.00021916
                    120,                0.44024,                0.38981,                 0.8721,                   0.75,                0.91667,                0.95417,                0.78833,                 0.8651,                 1.4581,                 1.0512,             0.00021798,             0.00021798,             0.00021798
                    121,                0.44081,                 0.4332,                0.87986,                   0.75,                0.91667,                0.93292,                0.74012,                0.94719,                  1.634,                 1.0707,             0.00021681,             0.00021681,             0.00021681
                    122,                0.47718,                0.40339,                0.90234,                0.83333,                0.91667,                0.95417,                0.79242,                0.87446,                 1.7513,                 1.0606,             0.00021563,             0.00021563,             0.00021563
                    123,                0.44869,                0.37687,                0.86324,                0.80556,                0.91667,                0.95417,                0.75925,                0.96561,                 1.5933,                 1.0823,             0.00021445,             0.00021445,             0.00021445
                    124,                0.45974,                0.46027,                0.87651,                0.80556,                0.91667,                0.95417,                0.77583,                0.91843,                 1.9089,                 1.0742,             0.00021327,             0.00021327,             0.00021327
                    125,                0.47142,                0.39334,                0.88246,                0.83333,                0.91667,                0.95417,                0.75925,                0.93038,                 1.3293,                 1.0563,             0.00021209,             0.00021209,             0.00021209
                    126,                0.48191,                0.40399,                0.88878,                      1,                0.91667,                0.95417,                0.71358,                 1.0486,                 1.4358,                  1.121,             0.00021092,             0.00021092,             0.00021092
                    127,                0.42381,                0.35463,                 0.8242,                0.79167,                0.91667,                0.95417,                0.75925,                0.96563,                 1.7668,                 1.0618,             0.00020974,             0.00020974,             0.00020974
                    128,                0.45353,                0.44092,                0.90463,                0.79167,                0.91667,                0.95417,                0.75925,                0.93837,                 1.5608,                 1.0294,             0.00020856,             0.00020856,             0.00020856
                    129,                0.45785,                0.38709,                0.89023,                0.97918,                0.66667,                0.95417,                0.72608,                 1.0686,                 1.6484,                 1.1145,             0.00020738,             0.00020738,             0.00020738
                    130,                 0.4385,                0.36517,                0.87216,                0.70833,                0.91667,                0.95417,                0.74267,                 1.0174,                 1.6825,                 1.0512,              0.0002062,              0.0002062,              0.0002062
                    131,                0.44494,                0.36506,                0.85445,                0.72222,                0.91667,                0.95417,                0.75925,                 1.0023,                 1.7689,                 1.0397,             0.00020503,             0.00020503,             0.00020503
                    132,                0.43087,                 0.3685,                 0.8673,                0.80556,                0.91667,                0.95417,                0.75925,                0.99635,                 1.7111,                 1.0453,             0.00020385,             0.00020385,             0.00020385
                    133,                0.53054,                0.57869,                0.88349,                0.54167,                0.83333,                0.82917,                0.63017,                0.92898,                 2.3111,                 1.0258,             0.00020267,             0.00020267,             0.00020267
                    134,                0.44853,                0.37685,                 0.8603,                0.97458,                   0.75,                0.95417,                0.75517,                0.94522,                 1.3843,                 1.0509,             0.00020149,             0.00020149,             0.00020149
                    135,                0.45143,                 0.3626,                0.87588,                0.79167,                      1,                  0.995,                0.80433,                 0.9403,                 1.6352,                 1.0573,             0.00020031,             0.00020031,             0.00020031
                    136,                0.40793,                0.34736,                0.87346,                0.79167,                      1,                  0.995,                0.76079,                 0.9244,                 1.8286,                 1.0481,             0.00019913,             0.00019913,             0.00019913
                    137,                0.47422,                0.41258,                0.87868,                0.99087,                0.66667,                0.82917,                0.67167,                0.93891,                 1.8476,                 1.0214,             0.00019796,             0.00019796,             0.00019796
                    138,                0.40546,                0.33992,                0.84643,                0.66667,                0.83333,                0.82917,                0.64471,                0.96798,                 2.0995,                 1.0024,             0.00019678,             0.00019678,             0.00019678
                    139,                0.40663,                0.33738,                0.88065,                0.79167,                0.91667,                0.95417,                0.77583,                0.92331,                 1.7235,                 1.0356,              0.0001956,              0.0001956,              0.0001956
                    140,                0.38666,                0.37163,                0.86097,                0.68397,                   0.75,                0.78833,                0.65975,                0.94152,                 1.5802,                 1.0492,             0.00019442,             0.00019442,             0.00019442
                    141,                0.45484,                0.35365,                0.87299,                0.79239,                   0.75,                0.78833,                0.64317,                0.94812,                 1.4448,                 1.0735,             0.00019324,             0.00019324,             0.00019324
                    142,                0.40229,                0.34523,                 0.8637,                0.81069,                   0.75,                0.78833,                0.62658,                0.99311,                 1.4239,                  1.105,             0.00019207,             0.00019207,             0.00019207
                    143,                0.40792,                0.33544,                0.85821,                0.82013,                   0.75,                0.78833,                0.63067,                 1.0013,                 1.3665,                 1.0909,             0.00019089,             0.00019089,             0.00019089
