                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                0.54909,                0.82266,                0.86202,                0.68634,                0.73559,                0.83281,                0.78439,                0.36011,                0.76243,                0.85038,             0.00034816,             0.00034816,             0.00034816
                     32,                0.55296,                0.82548,                0.86533,                0.60231,                0.77796,                0.81432,                0.75508,                0.39187,                0.91577,                0.85564,             0.00034689,             0.00034689,             0.00034689
                     33,                0.55534,                0.79541,                0.87008,                 0.6643,                0.79696,                0.82608,                0.78277,                0.33989,                0.76184,                0.85491,             0.00034561,             0.00034561,             0.00034561
                     34,                0.55157,                0.80454,                0.86916,                0.62468,                0.75753,                0.83461,                0.78439,                 0.4139,                0.93092,                0.86389,             0.00034434,             0.00034434,             0.00034434
                     35,                0.58054,                0.80645,                0.87082,                0.62803,                 0.8566,                0.87535,                 0.7969,                0.51543,                0.78988,                0.88115,             0.00034307,             0.00034307,             0.00034307
                     36,                0.57065,                0.77844,                0.86752,                0.62423,                0.80264,                0.79277,                0.72314,                0.49459,                 1.3202,                0.87802,              0.0003418,              0.0003418,              0.0003418
                     37,                0.56474,                0.77278,                0.86685,                0.63818,                0.80398,                0.83934,                0.79246,                0.37875,                0.77114,                0.85537,             0.00034053,             0.00034053,             0.00034053
                     38,                0.53763,                0.76875,                0.85897,                0.69039,                0.76017,                 0.8361,                0.77028,                0.42412,                0.82396,                0.86323,             0.00033926,             0.00033926,             0.00033926
                     39,                0.55719,                 0.7597,                0.86879,                0.64104,                0.75662,                 0.7969,                0.73438,                0.43608,                0.95399,                0.86915,             0.00033799,             0.00033799,             0.00033799
                     40,                0.54407,                0.76146,                0.86901,                 0.6576,                0.76045,                0.82678,                0.76994,                0.46352,                 1.0282,                0.87046,             0.00033672,             0.00033672,             0.00033672
                     41,                0.54626,                0.74747,                 0.8627,                0.68346,                0.78869,                0.85064,                0.78597,                0.47391,                 1.0551,                0.87913,             0.00033545,             0.00033545,             0.00033545
                     42,                  0.557,                 0.7538,                0.87023,                0.70631,                0.74217,                0.87265,                 0.8176,                0.37725,                0.84629,                 0.8495,             0.00033418,             0.00033418,             0.00033418
                     43,                0.55617,                0.71171,                0.86814,                0.60963,                0.83435,                0.82468,                0.76847,                0.37817,                 1.1051,                0.84731,             0.00033291,             0.00033291,             0.00033291
                     44,                0.56045,                   0.74,                0.86237,                0.59838,                0.93246,                0.84218,                0.79441,                0.39821,                 1.2067,                 0.8601,             0.00033164,             0.00033164,             0.00033164
                     45,                0.55867,                0.73028,                0.87235,                0.80523,                0.68799,                0.84965,                0.80994,                0.35174,                0.90852,                0.84201,             0.00033037,             0.00033037,             0.00033037
                     46,                0.54073,                0.71982,                0.86379,                0.64299,                0.76309,                0.81399,                0.77385,                0.37852,                 0.9839,                0.85729,              0.0003291,              0.0003291,              0.0003291
                     47,                0.53095,                0.70361,                0.86019,                0.59297,                 0.8752,                0.83297,                0.79505,                0.32418,                 1.0053,                 0.8371,             0.00032783,             0.00032783,             0.00032783
                     48,                0.54342,                0.71806,                0.86639,                0.74083,                0.70749,                0.84428,                 0.8041,                0.38489,                0.81461,                0.86067,             0.00032656,             0.00032656,             0.00032656
                     49,                0.54728,                0.70053,                0.85861,                0.70898,                0.73668,                0.84044,                0.78603,                0.40697,                0.97613,                0.85255,             0.00032529,             0.00032529,             0.00032529
                     50,                0.53646,                0.65988,                0.86152,                 0.6036,                0.88223,                0.83867,                0.75918,                0.50951,                 1.1871,                0.87908,             0.00032402,             0.00032402,             0.00032402
                     51,                0.53946,                 0.6885,                0.85853,                0.62661,                0.78387,                0.79238,                0.74833,                0.37336,                 1.1049,                0.84623,             0.00032275,             0.00032275,             0.00032275
                     52,                0.53082,                0.68067,                0.86392,                0.77634,                0.71539,                0.82158,                0.77855,                 0.4023,                0.94173,                0.85093,             0.00032147,             0.00032147,             0.00032147
                     53,                0.52491,                0.66594,                0.86254,                0.70637,                0.75007,                0.81011,                0.76396,                0.44942,                0.93065,                0.87143,              0.0003202,              0.0003202,              0.0003202
                     54,                0.53007,                0.65249,                0.85889,                 0.6257,                0.85935,                0.84242,                0.79317,                0.39125,                0.93615,                 0.8537,             0.00031893,             0.00031893,             0.00031893
                     55,                0.53859,                0.67323,                0.86457,                0.65483,                0.85235,                 0.8259,                0.76571,                0.47081,                0.78192,                0.86384,             0.00031766,             0.00031766,             0.00031766
                     56,                0.52203,                0.65352,                 0.8531,                 0.7757,                0.67344,                0.82236,                0.77456,                0.37342,                0.80057,                0.86216,             0.00031639,             0.00031639,             0.00031639
                     57,                 0.5234,                0.64929,                0.86038,                  0.661,                0.78255,                0.81113,                0.75441,                0.43477,                0.88381,                0.86186,             0.00031512,             0.00031512,             0.00031512
                     58,                 0.5244,                0.64529,                0.86112,                0.75634,                0.77679,                0.84144,                0.80408,                0.31323,                0.96262,                0.83193,             0.00031385,             0.00031385,             0.00031385
                     59,                0.52978,                0.67284,                0.86308,                0.70659,                0.79389,                0.82829,                0.77787,                0.40037,                0.75824,                0.85732,             0.00031258,             0.00031258,             0.00031258
                     60,                0.53013,                0.65261,                 0.8546,                0.61147,                0.81068,                0.78372,                0.72697,                0.49492,                 1.0804,                0.86776,             0.00031131,             0.00031131,             0.00031131
                     61,                 0.5154,                0.66567,                0.85711,                0.56985,                0.87485,                0.81884,                 0.7747,                0.42681,                0.96739,                0.86783,             0.00031004,             0.00031004,             0.00031004
                     62,                 0.5218,                0.64391,                0.85464,                0.73879,                0.76092,                0.83563,                0.80434,                0.35788,                  1.114,                0.84771,             0.00030877,             0.00030877,             0.00030877
                     63,                0.51904,                 0.6164,                 0.8576,                0.73345,                0.80033,                0.84015,                0.80831,                0.34542,                0.79237,                0.84105,              0.0003075,              0.0003075,              0.0003075
                     64,                0.51836,                0.63282,                0.85743,                0.60334,                0.82059,                0.80413,                0.75394,                0.43564,                 1.0478,                0.86623,             0.00030623,             0.00030623,             0.00030623
                     65,                0.51835,                0.61193,                0.85443,                0.66065,                0.71759,                 0.7993,                0.75921,                0.37425,                 1.1053,                0.85174,             0.00030496,             0.00030496,             0.00030496
                     66,                0.50707,                 0.6046,                0.85281,                 0.6252,                0.89793,                0.83885,                0.80263,                0.40502,                0.88911,                0.85783,             0.00030369,             0.00030369,             0.00030369
                     67,                0.52002,                0.61741,                0.85164,                0.67672,                0.82948,                0.84077,                0.79653,                0.35643,                0.87955,                0.84539,             0.00030242,             0.00030242,             0.00030242
                     68,                0.51421,                0.60451,                0.84953,                0.65432,                0.87675,                0.80277,                0.74803,                0.49551,                 1.0791,                0.87963,             0.00030115,             0.00030115,             0.00030115
                     69,                0.52334,                0.59995,                0.85763,                0.75714,                  0.796,                0.85332,                0.79458,                0.50467,                 1.1601,                0.87978,             0.00029988,             0.00029988,             0.00029988
                     70,                0.51381,                0.60472,                0.84809,                0.70946,                0.76403,                0.84238,                 0.8147,                0.38002,                0.92496,                0.84857,             0.00029861,             0.00029861,             0.00029861
                     71,                0.49298,                0.58408,                 0.8458,                0.67094,                0.80852,                0.81767,                0.74967,                0.52229,                   1.06,                0.89073,             0.00029734,             0.00029734,             0.00029734
                     72,                0.50188,                0.59646,                 0.8505,                0.73536,                0.80066,                0.85637,                0.81832,                0.37326,                0.93746,                0.84596,             0.00029606,             0.00029606,             0.00029606
                     73,                 0.5132,                0.61254,                0.84912,                0.71808,                0.75978,                 0.8545,                0.80184,                0.45417,                 1.1337,                0.85798,             0.00029479,             0.00029479,             0.00029479
                     74,                0.51327,                0.62078,                0.85424,                0.77429,                0.75061,                0.85507,                0.81222,                0.40036,                 0.7891,                0.85257,             0.00029352,             0.00029352,             0.00029352
                     75,                0.50675,                0.60005,                0.85654,                0.71538,                0.79056,                0.84626,                0.80322,                0.39186,                0.76396,                0.85421,             0.00029225,             0.00029225,             0.00029225
                     76,                0.51609,                0.61251,                0.85414,                0.68865,                0.73973,                0.85207,                0.82752,                0.34642,                 0.7261,                0.83928,             0.00029098,             0.00029098,             0.00029098
                     77,                0.50535,                0.60293,                0.85023,                0.69675,                0.81225,                0.84543,                0.79647,                0.41883,                0.80919,                0.86155,             0.00028971,             0.00028971,             0.00028971
                     78,                0.50718,                0.60199,                0.85415,                0.67103,                0.86721,                0.84057,                0.78955,                0.45116,                0.90233,                 0.8583,             0.00028844,             0.00028844,             0.00028844
                     79,                0.51064,                  0.595,                0.85459,                0.64451,                0.80802,                0.82915,                0.78721,                0.36185,                0.97728,                0.84963,             0.00028717,             0.00028717,             0.00028717
                     80,                0.48824,                0.56228,                0.85043,                0.61603,                0.92036,                0.83056,                0.80269,                0.32577,                0.76602,                0.83316,              0.0002859,              0.0002859,              0.0002859
                     81,                0.50886,                0.60028,                 0.8561,                0.75386,                0.71983,                0.84191,                0.79426,                0.46245,                0.92453,                0.86433,             0.00028463,             0.00028463,             0.00028463
                     82,                0.49978,                0.59941,                0.84904,                0.60779,                0.88006,                0.85103,                0.79262,                0.42373,                0.89134,                0.85642,             0.00028336,             0.00028336,             0.00028336
                     83,                0.49086,                0.57996,                0.85073,                0.75352,                0.70867,                0.83631,                0.78925,                 0.4288,                 1.0351,                 0.8592,             0.00028209,             0.00028209,             0.00028209
                     84,                0.48259,                0.57344,                0.84024,                0.72196,                0.76301,                 0.8673,                0.82816,                0.37915,                0.86204,                0.85019,             0.00028082,             0.00028082,             0.00028082
                     85,                0.48649,                0.56398,                0.84949,                0.74009,                0.69779,                0.85341,                0.81862,                0.36499,                0.91974,                0.84994,             0.00027955,             0.00027955,             0.00027955
                     86,                0.49821,                0.57027,                0.84997,                0.69648,                0.72509,                0.83059,                 0.7676,                0.38147,                0.92827,                 0.8486,             0.00027828,             0.00027828,             0.00027828
                     87,                0.48315,                0.54459,                0.84318,                0.63101,                0.85777,                0.79914,                0.73772,                0.52438,                0.95229,                0.88006,             0.00027701,             0.00027701,             0.00027701
                     88,                0.48326,                0.56587,                0.85221,                0.75896,                0.81799,                0.87641,                0.84537,                0.38597,                0.89413,                0.84748,             0.00027574,             0.00027574,             0.00027574
                     89,                0.47972,                0.55961,                 0.8444,                0.70549,                0.83441,                0.86076,                 0.8348,                0.37543,                 0.8475,                0.84716,             0.00027447,             0.00027447,             0.00027447
                     90,                0.49113,                0.56108,                0.84839,                0.75871,                0.71587,                0.84568,                 0.8133,                0.32571,                0.85422,                0.83826,              0.0002732,              0.0002732,              0.0002732
                     91,                0.49286,                  0.573,                0.84731,                0.68534,                 0.7976,                0.82477,                0.78653,                0.35817,                 0.9414,                0.84581,             0.00027193,             0.00027193,             0.00027193
                     92,                0.48625,                0.53836,                0.84983,                0.66543,                0.82575,                0.84869,                0.80584,                0.40231,                0.83977,                0.85058,             0.00027065,             0.00027065,             0.00027065
                     93,                0.48813,                0.55577,                0.85519,                0.61301,                0.84589,                0.83206,                0.78654,                0.39252,                0.86563,                0.85922,             0.00026938,             0.00026938,             0.00026938
                     94,                0.49533,                0.54484,                0.85278,                0.77252,                0.72147,                0.84977,                0.80301,                 0.4173,                0.93626,                0.84697,             0.00026811,             0.00026811,             0.00026811
                     95,                 0.4782,                0.53873,                0.84667,                0.71431,                0.73275,                0.82817,                0.79551,                0.36163,                0.93302,                0.84338,             0.00026684,             0.00026684,             0.00026684
                     96,                  0.479,                0.54189,                0.84195,                 0.7428,                0.81634,                0.84681,                0.81682,                0.35356,                0.93429,                0.84751,             0.00026557,             0.00026557,             0.00026557
                     97,                 0.4763,                0.55861,                0.84234,                0.70071,                0.78111,                0.84421,                0.79642,                0.38948,                0.83724,                0.85666,              0.0002643,              0.0002643,              0.0002643
                     98,                0.47241,                0.53435,                0.84953,                 0.7171,                0.77056,                0.83394,                0.78364,                 0.3957,                0.99957,                0.85569,             0.00026303,             0.00026303,             0.00026303
                     99,                0.47046,                0.53198,                 0.8414,                0.85283,                0.68436,                0.83925,                0.80517,                0.39929,                0.93915,                 0.8492,             0.00026176,             0.00026176,             0.00026176
                    100,                0.47184,                0.52895,                0.84449,                0.75532,                0.79058,                0.84713,                0.81428,                0.33813,                0.85645,                0.83974,             0.00026049,             0.00026049,             0.00026049
                    101,                0.47964,                0.53234,                0.85125,                0.72188,                0.72785,                0.83886,                 0.8043,                0.36254,                0.91325,                0.84899,             0.00025922,             0.00025922,             0.00025922
                    102,                0.48019,                0.53686,                0.84703,                0.68866,                0.76206,                0.85225,                0.81649,                0.32844,                0.87974,                0.83426,             0.00025795,             0.00025795,             0.00025795
                    103,                0.46396,                0.52737,                0.84423,                0.74491,                0.71133,                0.83815,                0.80344,                0.38015,                 1.0284,                0.85242,             0.00025668,             0.00025668,             0.00025668
                    104,                0.46933,                0.53633,                0.84419,                0.67486,                0.80493,                0.82458,                  0.783,                0.39004,                 0.9728,                0.84301,             0.00025541,             0.00025541,             0.00025541
                    105,                0.46137,                0.50135,                0.84652,                0.77143,                0.77296,                0.87916,                0.85278,                0.35284,                0.96261,                0.84585,             0.00025414,             0.00025414,             0.00025414
                    106,                0.46039,                0.50745,                 0.8399,                 0.7548,                0.78197,                0.84472,                0.80868,                0.34105,                0.81355,                0.83656,             0.00025287,             0.00025287,             0.00025287
                    107,                0.45593,                0.51684,                0.84167,                0.73639,                0.74649,                0.85422,                0.80807,                  0.382,                0.97243,                0.84781,              0.0002516,              0.0002516,              0.0002516
                    108,                0.46851,                0.52925,                0.84255,                 0.7517,                0.77114,                0.85739,                0.82749,                0.37575,                 0.9473,                0.84661,             0.00025033,             0.00025033,             0.00025033
                    109,                0.45892,                0.51194,                0.83996,                 0.7522,                 0.7676,                0.83123,                0.79867,                0.31645,                0.91927,                0.84042,             0.00024906,             0.00024906,             0.00024906
                    110,                0.45222,                0.51043,                0.83627,                0.68817,                0.75967,                 0.8249,                0.78659,                 0.4192,                 0.9132,                 0.8563,             0.00024779,             0.00024779,             0.00024779
                    111,                0.46044,                0.52951,                 0.8342,                0.63576,                0.84046,                0.83477,                0.80659,                0.36885,                0.86442,                0.84985,             0.00024652,             0.00024652,             0.00024652
                    112,                0.45557,                0.50135,                 0.8394,                0.77148,                0.72204,                0.86011,                0.83368,                0.36036,                0.93461,                0.84328,             0.00024525,             0.00024525,             0.00024525
                    113,                0.47959,                0.51337,                0.84505,                0.73658,                0.79158,                0.84237,                0.80538,                0.40177,                0.90978,                0.85109,             0.00024397,             0.00024397,             0.00024397
                    114,                0.46286,                0.50519,                0.84171,                0.78341,                0.76366,                0.85067,                0.81102,                0.39183,                0.90656,                0.85101,              0.0002427,              0.0002427,              0.0002427
                    115,                0.45735,                0.49805,                0.83873,                0.65013,                0.79712,                0.80604,                0.76927,                0.34548,                0.94579,                0.84489,             0.00024143,             0.00024143,             0.00024143
                    116,                0.45719,                0.50062,                0.83759,                0.79379,                0.69191,                0.86139,                0.82875,                0.36086,                0.83291,                0.84113,             0.00024016,             0.00024016,             0.00024016
                    117,                0.45411,                0.47779,                0.83787,                0.74283,                 0.7193,                0.84139,                0.80279,                0.36103,                0.81268,                0.84222,             0.00023889,             0.00023889,             0.00023889
                    118,                 0.4528,                0.50128,                 0.8365,                0.64595,                0.82712,                 0.8318,                0.80167,                0.37196,                0.94302,                0.84936,             0.00023762,             0.00023762,             0.00023762
                    119,                 0.4594,                0.50283,                0.84201,                0.67407,                0.83556,                0.83688,                0.80268,                0.35927,                0.91645,                0.84516,             0.00023635,             0.00023635,             0.00023635
                    120,                0.44237,                0.48176,                0.83625,                0.74906,                0.73656,                0.85769,                0.81885,                0.38692,                0.84452,                0.85272,             0.00023508,             0.00023508,             0.00023508
                    121,                0.45397,                 0.4888,                0.84025,                0.78598,                0.79637,                 0.8516,                0.83295,                0.32935,                0.69384,                 0.8396,             0.00023381,             0.00023381,             0.00023381
                    122,                0.43768,                0.48495,                0.83385,                0.72187,                0.82402,                0.85833,                0.82375,                0.36177,                0.83069,                 0.8425,             0.00023254,             0.00023254,             0.00023254
                    123,                0.44836,                0.49264,                0.83664,                0.64521,                0.82332,                0.83628,                0.80673,                0.36361,                 1.1399,                0.84609,             0.00023127,             0.00023127,             0.00023127
                    124,                0.44495,                0.49022,                0.83893,                0.74264,                0.68995,                0.81733,                0.77733,                0.43892,                 1.0603,                0.86097,                0.00023,                0.00023,                0.00023
                    125,                0.43831,                0.47585,                0.84121,                0.70025,                0.79673,                0.82582,                0.80322,                0.35359,                0.97101,                 0.8401,             0.00022873,             0.00022873,             0.00022873
                    126,                0.43913,                0.46867,                0.83146,                0.73102,                0.80262,                0.83463,                0.81243,                0.31093,                0.86085,                0.83738,             0.00022746,             0.00022746,             0.00022746
                    127,                0.44355,                0.47206,                0.84044,                0.70659,                0.75967,                0.84769,                0.81817,                0.34158,                 0.9509,                0.83938,             0.00022619,             0.00022619,             0.00022619
                    128,                0.43833,                0.47546,                0.83557,                0.75098,                0.73361,                0.85274,                0.82315,                0.36351,                 1.0595,                0.84849,             0.00022492,             0.00022492,             0.00022492
                    129,                 0.4496,                0.48657,                 0.8355,                 0.6976,                0.77744,                0.84371,                 0.8153,                0.38421,                0.90485,                0.85048,             0.00022365,             0.00022365,             0.00022365
                    130,                 0.4377,                0.47872,                0.83625,                0.75497,                0.76297,                0.83552,                0.80325,                0.36121,                0.86361,                0.84463,             0.00022238,             0.00022238,             0.00022238
                    131,                0.43006,                0.47123,                0.83586,                0.74491,                0.69973,                 0.8357,                0.80007,                0.34602,                0.76854,                0.84902,             0.00022111,             0.00022111,             0.00022111
                    132,                0.43796,                0.45758,                0.84028,                0.75374,                0.73705,                0.84732,                 0.8123,                0.36717,                0.80737,                0.83801,             0.00021983,             0.00021983,             0.00021983
                    133,                0.44027,                0.47082,                0.83803,                0.73651,                0.73427,                0.83504,                0.81089,                0.32707,                0.83981,                0.83256,             0.00021856,             0.00021856,             0.00021856
                    134,                 0.4313,                0.47206,                0.84129,                0.77443,                0.77909,                0.84988,                0.81328,                0.38261,                0.92521,                0.84509,             0.00021729,             0.00021729,             0.00021729
                    135,                0.43084,                0.48028,                0.83433,                0.70549,                0.79825,                0.83108,                0.80665,                0.36367,                0.87605,                0.84218,             0.00021602,             0.00021602,             0.00021602
                    136,                0.42205,                0.47031,                0.83203,                0.72453,                0.76432,                0.84848,                0.81259,                0.36816,                0.83407,                0.83787,             0.00021475,             0.00021475,             0.00021475
                    137,                0.43296,                0.46522,                0.83483,                0.70679,                0.78877,                0.85237,                0.83228,                0.30217,                  1.023,                0.83365,             0.00021348,             0.00021348,             0.00021348
                    138,                0.42228,                0.45703,                0.83502,                0.70069,                0.75643,                0.82676,                 0.7999,                0.36962,                0.97859,                0.84231,             0.00021221,             0.00021221,             0.00021221
                    139,                0.43314,                  0.458,                0.83527,                0.73593,                0.77446,                0.85229,                0.82417,                0.35641,                0.91336,                0.84605,             0.00021094,             0.00021094,             0.00021094
                    140,                0.42474,                0.46167,                0.83226,                0.71652,                0.73439,                0.83425,                 0.8012,                 0.3337,                 0.8344,                0.83977,             0.00020967,             0.00020967,             0.00020967
                    141,                0.43256,                0.44081,                0.83458,                0.71403,                 0.8359,                0.83396,                0.80098,                 0.3592,                0.84364,                0.83727,              0.0002084,              0.0002084,              0.0002084
                    142,                0.41674,                 0.4554,                0.83118,                 0.6984,                0.78568,                 0.8279,                0.79603,                0.34013,                0.77548,                0.83616,             0.00020713,             0.00020713,             0.00020713
                    143,                0.42874,                0.45709,                0.83513,                0.66197,                0.90107,                0.85898,                0.82326,                0.38248,                0.93193,                 0.8463,             0.00020586,             0.00020586,             0.00020586
                    144,                0.41267,                0.44553,                0.83439,                 0.7441,                0.77298,                0.86754,                0.84336,                0.32876,                 0.8492,                0.83573,             0.00020459,             0.00020459,             0.00020459
                    145,                0.40493,                0.46276,                0.82315,                0.68617,                0.86782,                0.85009,                0.81711,                0.34836,                0.90008,                0.83941,             0.00020332,             0.00020332,             0.00020332
                    146,                0.41371,                0.43217,                 0.8261,                0.82728,                0.82297,                 0.8986,                0.86679,                0.37358,                0.73336,                0.84264,             0.00020205,             0.00020205,             0.00020205
                    147,                0.41758,                0.44896,                0.83032,                 0.7174,                0.88712,                0.87933,                0.85087,                0.37056,                0.85814,                0.84036,             0.00020078,             0.00020078,             0.00020078
                    148,                0.40391,                0.42213,                0.82422,                0.75183,                0.73122,                0.81506,                0.78523,                0.31624,                 0.7906,                0.83365,             0.00019951,             0.00019951,             0.00019951
                    149,                0.40965,                0.43314,                0.83579,                 0.7419,                0.77907,                 0.8285,                 0.7901,                0.42068,                0.90308,                0.85417,             0.00019824,             0.00019824,             0.00019824
                    150,                0.42281,                0.45136,                0.82863,                0.70162,                0.76229,                0.83562,                0.80316,                0.33256,                0.93823,                0.84114,             0.00019697,             0.00019697,             0.00019697
                    151,                0.41945,                0.44599,                  0.833,                0.70076,                0.80793,                0.78695,                0.76468,                0.34419,                0.95985,                0.84452,              0.0001957,              0.0001957,              0.0001957
                    152,                0.40135,                0.42203,                0.82798,                0.65833,                0.86488,                0.81041,                0.77642,                0.36197,                0.84343,                0.84391,             0.00019442,             0.00019442,             0.00019442
                    153,                 0.4006,                0.42865,                0.82594,                0.69479,                0.80643,                0.80886,                0.77913,                  0.344,                 0.7406,                0.84559,             0.00019315,             0.00019315,             0.00019315
                    154,                0.41333,                0.43835,                0.83513,                0.75043,                0.82153,                0.85389,                0.82542,                0.32964,                0.74602,                0.83521,             0.00019188,             0.00019188,             0.00019188
                    155,                0.41205,                0.44466,                0.82299,                0.75956,                0.79381,                0.84171,                 0.8084,                0.38464,                0.78806,                 0.8395,             0.00019061,             0.00019061,             0.00019061
                    156,                0.39365,                0.42045,                0.82949,                0.67221,                0.85878,                0.83504,                0.80198,                0.36022,                0.73164,                0.83787,             0.00018934,             0.00018934,             0.00018934
                    157,                0.40459,                0.43218,                0.82935,                0.67436,                0.86306,                 0.8432,                0.81435,                0.35447,                0.87865,                0.84131,             0.00018807,             0.00018807,             0.00018807
                    158,                0.40945,                 0.4184,                0.83352,                0.71272,                0.77303,                0.80537,                0.77182,                0.35204,                0.79665,                0.83965,              0.0001868,              0.0001868,              0.0001868
                    159,                0.40871,                0.43161,                0.83181,                0.65991,                0.84613,                0.80409,                0.78352,                0.34421,                0.97293,                0.84007,             0.00018553,             0.00018553,             0.00018553
